,Case_Number,Case_NumberAlt,Reported_Date,Occurred_Date,NIBRS_Crime_Against,Offense_Category,Offense,Problem_Initial,Problem_Final,Address,Precinct,Neighborhood,Latitude,Longitude,Date_Occurred,Time_Occurred,Date_Reported,Time_Reported
173969,19-055369,MP201955369,2019-02-25 20:41:00+00:00,2019-02-19 00:01:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0036XX LONGFELLOW AVE,3.0,Standish,44.93682,-93.24606,2019-02-19,00:01:00,2019-02-25,20:41:00
174569,22-702860,MP2022702860,2022-03-23 14:30:00+00:00,2022-03-23 06:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2022-03-23,06:00:00,2022-03-23,14:30:00
174751,20-099781,MP202099781,2020-04-16 16:00:00+00:00,2020-03-11 06:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0042XX 25TH AVE S,3.0,Standish,44.926,-93.23595,2020-03-11,06:00:00,2020-04-16,16:00:00
175063,22-170722,MP2022170722,2022-07-26 06:29:00+00:00,2022-07-26 00:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-07-26,00:00:00,2022-07-26,06:29:00
175208,20-703211,MP2020703211,2020-06-16 10:07:00+00:00,2020-06-15 22:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-06-15,22:00:00,2020-06-16,10:07:00
175381,21-165282,MP2021165282,2021-07-25 12:03:00+00:00,2021-07-25 08:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-07-25,08:00:00,2021-07-25,12:03:00
175561,19-288199,MP2019288199,2019-09-22 11:10:00+00:00,2019-09-20 15:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 22ND AVE S,3.0,Standish,44.92781,-93.241,2019-09-20,15:00:00,2019-09-22,11:10:00
175568,19-226822,MP2019226822,2019-07-31 23:49:00+00:00,2019-07-31 20:50:00+00:00,Property ,Larceny/Theft Offenses ,Purse-snatching ,Robbery of Person (P),Theft (P),0022XX 38TH ST E,3.0,Standish,44.93411,-93.24035,2019-07-31,20:50:00,2019-07-31,23:49:00
175604,19-153898,MP2019153898,2019-05-29 15:43:00+00:00,2019-05-29 14:44:00+00:00,Property ,Embezzlement ,Embezzlement ,Theft - Report Only (P),Theft - Report Only (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2019-05-29,14:44:00,2019-05-29,15:43:00
175794,20-268324,MP2020268324,2020-10-19 12:08:00+00:00,2020-10-18 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX 27TH AVE S,3.0,Standish,44.9296,-93.23339,2020-10-18,18:00:00,2020-10-19,12:08:00
175829,20-283221,MP2020283221,2020-11-06 20:03:00+00:00,2020-11-06 15:00:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,Theft - Report Only (P),Theft - Report Only (P),0040XX 28TH AVE S,3.0,Standish,44.9296,-93.23211,2020-11-06,15:00:00,2020-11-06,20:03:00
175995,21-225321,MP2021225321,2021-10-01 13:41:00+00:00,2021-09-17 15:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2021-09-17,15:00:00,2021-10-01,13:41:00
176126,22-001821,MP20221821,2022-01-03 17:45:00+00:00,2021-12-22 14:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0024XX 38TH ST E,3.0,Standish,44.93411,-93.23655,2021-12-22,14:00:00,2022-01-03,17:45:00
176136,22-127690,MP2022127690,2022-06-10 12:47:00+00:00,2022-06-09 11:00:00+00:00,Person ,Assault Offenses ,Intimidation ,Miscellaneous (P),Threats (P),0026XX 38TH ST E,3.0,Standish,44.93411,-93.23401,2022-06-09,11:00:00,2022-06-10,12:47:00
176158,22-115857,MP2022115857,2022-05-29 01:14:00+00:00,2022-05-28 20:45:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),37TH ST E / 25TH AVE S,3.0,Standish,44.93592,-93.23592,2022-05-28,20:45:00,2022-05-29,01:14:00
176171,19-700753,MP2019700753,2019-02-12 15:32:00+00:00,2019-02-10 21:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2019-02-10,21:00:00,2019-02-12,15:32:00
176317,20-246498,MP2020246498,2020-09-23 19:13:00+00:00,2020-09-23 05:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2020-09-23,05:00:00,2020-09-23,19:13:00
176486,22-707730,MP2022707730,2022-07-15 11:29:00+00:00,2022-07-13 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-07-13,00:00:00,2022-07-15,11:29:00
176734,21-196435,MP2021196435,2021-08-30 06:36:00+00:00,2021-08-30 02:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0041XX LONGFELLOW AVE,3.0,Standish,44.92782,-93.24606,2021-08-30,02:00:00,2021-08-30,06:36:00
176888,19-299597,MP2019299597,2019-10-03 00:46:00+00:00,2019-10-02 21:24:00+00:00,Person ,Assault Offenses ,Simple Assault ,Fight (P),Domestic Abuse Report Only (P),0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2019-10-02,21:24:00,2019-10-03,00:46:00
176976,19-253906,MP2019253906,2019-08-23 22:26:00+00:00,2019-08-23 19:49:00+00:00,Person ,Assault Offenses ,Intimidation ,Domestic Abuse-In Progress (P),Domestic Abuse Report Only (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-08-23,19:49:00,2019-08-23,22:26:00
177100,20-321210,MP2020321210,2020-12-29 11:59:00+00:00,2020-12-28 17:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Person with a Gun (P),Person with a Gun (P),0018XX 38TH ST E,3.0,Standish,44.93411,-93.2467,2020-12-28,17:00:00,2020-12-29,11:59:00
177103,19-054988,MP201954988,2019-02-25 13:48:00+00:00,2018-07-05 13:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Crim Sex Conduct/Report (P),Crim Sex Conduct/Report (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2018-07-05,13:00:00,2019-02-25,13:48:00
177108,22-707653,MP2022707653,2022-07-13 23:23:00+00:00,2022-07-13 03:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2022-07-13,03:00:00,2022-07-13,23:23:00
177200,21-703224,MP2021703224,2021-05-12 12:31:00+00:00,2021-05-11 03:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-05-11,03:00:00,2021-05-12,12:31:00
177300,19-085792,MP201985792,2019-03-26 20:08:00+00:00,2019-03-26 09:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0038XX 27TH AVE S,3.0,Standish,44.93321,-93.23338,2019-03-26,09:00:00,2019-03-26,20:08:00
177404,21-293209,MP2021293209,2021-12-24 07:00:00+00:00,2021-12-24 02:00:00+00:00,Property ,Robbery ,Robbery ,Robbery Dwlng/Person Rpt (P),Robbery Dwlng/Person Rpt (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2021-12-24,02:00:00,2021-12-24,07:00:00
177455,20-703149,MP2020703149,2020-06-12 13:04:00+00:00,2020-06-01 00:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-06-01,00:00:00,2020-06-12,13:04:00
177593,22-136200,MP2022136200,2022-06-19 11:11:00+00:00,2022-06-19 11:11:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 27TH AVE S,3.0,Standish,44.93141,-93.23338,2022-06-19,11:11:00,2022-06-19,11:11:00
177648,21-707828,MP2021707828,2021-09-29 15:10:00+00:00,2021-09-28 13:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2021-09-28,13:00:00,2021-09-29,15:10:00
178524,22-153554,MP2022153554,2022-07-07 17:57:00+00:00,2022-07-07 11:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0036XX CEDAR AVE S,3.0,Standish,44.93682,-93.24735,2022-07-07,11:00:00,2022-07-07,17:57:00
178656,20-060730,MP202060730,2020-03-06 18:57:00+00:00,2020-03-06 07:30:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Property Damage/Hit & Run (P),Damage Property-Rpt Only (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-03-06,07:30:00,2020-03-06,18:57:00
178703,21-161541,MP2021161541,2021-07-21 09:00:00+00:00,2021-07-20 21:15:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 23RD AVE S,3.0,Standish,44.92961,-93.23846,2021-07-20,21:15:00,2021-07-21,09:00:00
179216,21-296610,MP2021296610,2021-12-29 10:53:00+00:00,2021-12-16 12:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0021XX 36TH ST E,3.0,Standish,44.93773,-93.24142,2021-12-16,12:00:00,2021-12-29,10:53:00
179351,19-167643,MP2019167643,2019-06-11 10:45:00+00:00,2019-06-11 00:01:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 22ND AVE S,3.0,Standish,44.92781,-93.241,2019-06-11,00:01:00,2019-06-11,10:45:00
179374,20-163864,MP2020163864,2020-06-19 09:23:00+00:00,2020-06-17 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0037XX CEDAR AVE S,3.0,Standish,44.93502,-93.24734,2020-06-17,18:00:00,2020-06-19,09:23:00
179896,22-209269,MP2022209269,2022-09-06 16:18:00+00:00,2022-09-06 13:11:00+00:00,Society ,Weapon Law Violations ,Weapon Law Violations ,Audible Business Alarm (P),Audible Business Alarm (P),0038XX 26TH AVE S,3.0,Standish,44.93321,-93.23465,2022-09-06,13:11:00,2022-09-06,16:18:00
179923,22-003822,MP20223822,2022-01-06 09:19:00+00:00,2022-01-06 09:19:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Auto Theft (P),Auto Theft (P),0038XX 28TH AVE S,3.0,Standish,44.93321,-93.23211,2022-01-06,09:19:00,2022-01-06,09:19:00
180169,20-006154,MP20206154,2020-01-08 00:37:00+00:00,2020-01-07 22:00:00+00:00,Property ,Robbery ,Robbery ,Robbery Dwlng/Person Rpt (P),Robbery Dwlng/Person Rpt (P),0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2020-01-07,22:00:00,2020-01-08,00:37:00
180199,20-700378,MP2020700378,2020-01-20 08:52:00+00:00,2020-01-19 20:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-01-19,20:00:00,2020-01-20,08:52:00
180348,19-079513,MP201979513,2019-03-20 22:59:00+00:00,2019-03-11 08:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Transportation (P),Crim Sex Conduct (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2019-03-11,08:00:00,2019-03-20,22:59:00
180435,21-708876,MP2021708876,2021-11-01 08:30:00+00:00,2021-10-31 11:45:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-10-31,11:45:00,2021-11-01,08:30:00
180500,19-357614,MP2019357614,2019-12-03 19:57:00+00:00,2019-12-03 15:01:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-12-03,15:01:00,2019-12-03,19:57:00
180551,22-711475,MP2022711475,2022-10-03 09:43:00+00:00,2022-09-30 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2022-09-30,20:00:00,2022-10-03,09:43:00
180936,20-700215,MP2020700215,2020-01-10 18:09:00+00:00,2020-01-10 14:42:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-01-10,14:42:00,2020-01-10,18:09:00
181196,22-215282,MP2022215282,2022-09-12 14:00:00+00:00,2022-09-10 18:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-09-10,18:00:00,2022-09-12,14:00:00
181220,22-231326,MP2022231326,2022-09-29 19:18:00+00:00,2022-09-29 17:15:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Stabbing (PE),Stabbing (PE),0030XX 38TH ST E,3.0,Standish,44.93412,-93.22979,2022-09-29,17:15:00,2022-09-29,19:18:00
181326,20-140205,MP2020140205,2020-05-25 13:08:00+00:00,2020-05-25 11:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 27TH AVE S,3.0,Standish,44.93141,-93.23338,2020-05-25,11:30:00,2020-05-25,13:08:00
181416,19-289274,MP2019289274,2019-09-23 13:14:00+00:00,2019-09-18 08:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0023XX 37TH ST E,3.0,Standish,44.93592,-93.23804,2019-09-18,08:30:00,2019-09-23,13:14:00
181422,21-278379,MP2021278379,2021-12-04 16:20:00+00:00,2021-12-04 16:18:00+00:00,Society ,Weapon Law Violations ,Weapon Law Violations ,Robbery of Person (P),Robbery of Person (P),0039XX LONGFELLOW AVE,3.0,Standish,44.93142,-93.24607,2021-12-04,16:18:00,2021-12-04,16:20:00
181669,20-109733,MP2020109733,2020-04-26 11:27:00+00:00,2020-04-25 20:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX 23RD AVE S,3.0,Standish,44.92961,-93.23846,2020-04-25,20:00:00,2020-04-26,11:27:00
181757,20-071488,MP202071488,2020-03-17 14:52:00+00:00,2020-03-16 20:00:00+00:00,Person ,Assault Offenses ,Intimidation ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-03-16,20:00:00,2020-03-17,14:52:00
182245,20-706232,MP2020706232,2020-09-21 10:57:00+00:00,2020-09-17 02:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-09-17,02:00:00,2020-09-21,10:57:00
182380,21-237933,MP2021237933,2021-10-16 09:00:00+00:00,2021-10-14 03:43:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 27TH AVE S,3.0,Standish,44.9296,-93.23339,2021-10-14,03:43:00,2021-10-16,09:00:00
182457,20-708680,MP2020708680,2020-12-15 10:42:00+00:00,2020-12-14 20:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-12-14,20:00:00,2020-12-15,10:42:00
182754,19-193801,MP2019193801,2019-07-12 00:00:00+00:00,2019-07-12 00:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Domestic Abuse Report Only (P),Domestic Abuse Report Only (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2019-07-12,00:00:00,2019-07-12,00:00:00
182928,19-333256,MP2019333256,2019-11-06 21:10:00+00:00,2019-11-06 16:45:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 27TH AVE S,3.0,Standish,44.93141,-93.23338,2019-11-06,16:45:00,2019-11-06,21:10:00
183029,19-380021,MP2019380021,2019-12-30 14:30:00+00:00,2019-12-24 08:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2019-12-24,08:00:00,2019-12-30,14:30:00
183083,22-039607,MP202239607,2022-02-24 19:52:00+00:00,2022-02-24 17:52:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0041XX 25TH AVE S,3.0,Standish,44.9278,-93.23593,2022-02-24,17:52:00,2022-02-24,19:52:00
183098,19-701986,MP2019701986,2019-04-21 10:52:00+00:00,2019-04-19 16:30:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-04-19,16:30:00,2019-04-21,10:52:00
183107,20-704340,MP2020704340,2020-07-27 13:20:00+00:00,2020-07-20 13:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-07-20,13:00:00,2020-07-27,13:20:00
183219,21-156762,MP2021156762,2021-07-15 18:15:00+00:00,2021-07-15 17:00:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Assault Report Only (P),Assault Report Only (P),0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2021-07-15,17:00:00,2021-07-15,18:15:00
183236,20-703730,MP2020703730,2020-07-06 08:18:00+00:00,2020-07-03 15:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2020-07-03,15:00:00,2020-07-06,08:18:00
183269,19-336761,MP2019336761,2019-11-10 11:27:00+00:00,2019-11-10 01:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 22ND AVE S,3.0,Standish,44.92781,-93.241,2019-11-10,01:00:00,2019-11-10,11:27:00
183276,22-704977,MP2022704977,2022-05-17 16:41:00+00:00,2022-05-17 08:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-05-17,08:00:00,2022-05-17,16:41:00
183303,21-037629,MP202137629,2021-02-22 19:16:00+00:00,2021-01-21 15:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0039XX 30TH AVE S,3.0,Standish,44.9314,-93.22958,2021-01-21,15:00:00,2021-02-22,19:16:00
183386,19-321285,MP2019321285,2019-10-25 11:18:00+00:00,2019-10-25 11:00:00+00:00,Person ,Assault Offenses ,Intimidation ,Assault Report Only (P),Assault Report Only (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2019-10-25,11:00:00,2019-10-25,11:18:00
183438,20-701663,MP2020701663,2020-03-30 11:29:00+00:00,2020-03-28 17:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-03-28,17:00:00,2020-03-30,11:29:00
183724,21-045932,MP202145932,2021-03-05 14:38:00+00:00,2021-03-04 17:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0036XX CEDAR AVE S,3.0,Standish,44.93682,-93.24735,2021-03-04,17:00:00,2021-03-05,14:38:00
183734,19-049677,MP201949677,2019-02-20 19:59:00+00:00,2019-02-20 19:59:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0037XX 24TH AVE S,3.0,Standish,44.93501,-93.23719,2019-02-20,19:59:00,2019-02-20,19:59:00
183933,22-703497,MP2022703497,2022-04-12 11:52:00+00:00,2022-04-10 23:23:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-04-10,23:23:00,2022-04-12,11:52:00
184050,20-289801,MP2020289801,2020-11-15 13:05:00+00:00,2020-11-14 22:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0037XX 29TH AVE S,3.0,Standish,44.93501,-93.23085,2020-11-14,22:00:00,2020-11-15,13:05:00
184139,21-144699,MP2021144699,2021-07-01 23:59:00+00:00,2021-07-01 23:16:00+00:00,Person ,Assault Offenses ,Simple Assault ,Unknown Trouble (P),Domestic Abuse-In Progress (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-07-01,23:16:00,2021-07-01,23:59:00
184283,19-104322,MP2019104322,2019-04-14 03:02:00+00:00,2019-04-14 03:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Unknown Wireless/Cell Phone(P),Domestic Abuse-In Progress (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-04-14,03:00:00,2019-04-14,03:02:00
184357,19-107883,MP2019107883,2019-04-17 14:44:00+00:00,2019-04-09 15:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2019-04-09,15:00:00,2019-04-17,14:44:00
184484,21-709599,MP2021709599,2021-11-22 13:56:00+00:00,2021-11-20 21:54:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2021-11-20,21:54:00,2021-11-22,13:56:00
184564,21-002346,MP20212346,2021-01-04 22:03:00+00:00,2021-01-04 04:25:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0018XX 39TH ST E,3.0,Standish,44.93231,-93.2467,2021-01-04,04:25:00,2021-01-04,22:03:00
184789,22-709574,MP2022709574,2022-08-22 14:03:00+00:00,2022-08-21 13:25:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-08-21,13:25:00,2022-08-22,14:03:00
184809,20-162992,MP2020162992,2020-06-18 08:23:00+00:00,2020-06-18 04:50:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0028XX 38TH ST E,3.0,Standish,44.93412,-93.23148,2020-06-18,04:50:00,2020-06-18,08:23:00
